Name,ImageLink,Genres,About,Keywords
Калашников,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/e57191a7-61b5-4dfe-a50e-2eabb5b4f142/300x450,"биография, история","Калашников. Все знают эту фамилию, но не все знают, какой долгий и тернистый путь прошёл парень-самоучка, чтобы в 28 лет создать легендарный автомат АК-47, который по сей день является символом оружейной мысли нашего времени.",
1917,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/7308b7a8-2bb6-4d5d-a856-a6b4a33328d9/300x450,"военный, боевик, драма, история","6 апреля 1917 года, разгар Первой мировой войны, Западный фронт на севере Франции. Британский генерал поручает капралу Блэйку и его сослуживцу смертельно опасную миссию. Они должны пересечь вражескую территорию, вроде бы оставленную германскими войсками, и доставить приказ об отмене наступления во 2-й батальон Девонширского полка, иначе 1600 солдат попадут в ловушку противника, в том числе и брат Блэйка.","19-летний, 1910-е, 1917 год, Аварийная посадка, Авиакатастрофа, Автомат, Алкоголь, Артиллерийский огонь, Артиллерия, Аэросъемка, Бандаж, Баррикада, Батальон, Башня, Бег, Бег от опасности, Безнадежность, Беспощадность, Билингвизм, Биплан, Битва, Боевой танк, Бой, Бомбардировка, Брат, Братская могила, Британец, Британец за границей, Британская армия, Британская империя, Британские вооруженные силы, Британский солдат, Брошенный младенец, Брызги крови, Бункер, Бутылка с водой, В тылу врага, В фильме только мужчины, Взвод, Взрыв, Взрывающееся тело, Винтовка, Вода, Водный насос, Водопад, Военная жестокость, Военная зона, Военная рана, Военная форма, Военные руины, Военный конвой, Военный невроз, Военный офицер, Воздушное сражение, Воздушный бой, Вооруженные силы, Ворона, Выдающий себя за другое лицо, Выживание, Выстрел в голову, Выстрел в грудь, Выстрел в плечо, Генерал, Героизм, Главный герой мужского пола, Гонка со временем, Горе, Городская площадь, Горящая церковь, Горящее здание, Горящий человек, Грязь, Двухъярусная кровать, Девочка-младенец, Деревня, Дерево, Держать на прицеле, Длинный кадр, Доблесть, Дом на ферме, Драка на кулаках, Дружба, Дух товарищества, Дымка, Европа, Еда, Жестокость, Заброшенная церковь, Заброшенный город, Заброшенный дом, Завал в пещере, Заколотый насмерть, Западня, Засада, Застреленный, Зверство, Зенитное орудие, Индиец, Истекающий кровью, Камин, Канал, Капитан, Капрал, Карта, Каталка, Киллер, Колокольня, Колотая рана, Кольцо / ринг, Колючая проволока, Колющий удар в грудь, Колющий удар в живот, Компас, Консервы, Копание, Корм для собак, Корова, Костюмная драма, Костюмное кино, Кратер, Крик, Кровотечение, Кровь, Кровь на рубашке, Крыса, Курение сигарет, Курьер, Лейтенант, Лес, Лестница, Летчик-истребитель, Ловушка, Лужа, Майор, Майор армии, Медицинский, Между жизнью и смертью (клиническая смерть), Мертвая лошадь, Мертвое животное, Мешок с песком, Миссия, Младенец, Младший брат, Мокрая футболка, Молодой солдат, Молоко, Морпех, Мост, Мочеиспускание, Мужество, Мужской дух товарищества, Мёртвое тело, Надежда, Название в конце фильма, Нанесение удара ножом, Наручные часы, Немец, Немецкий солдат, Ненормативная лексика, Неожиданный финал, Непристойный жест пальцем, Несмотря на все трудности, Нет титров в начале фильма, Ничья земля, Нож, Ночь, Обещание, Обман, Обрушившийся тоннель, Огонь, Огонь из оружия, Окопная война, Опасная миссия, Опасность, Опустевший город, Опустошение, Оскорбление на расовой почве, Основано на реальных событиях, Отвага, Отношения братьев/сестёр, Отношения между братьями, Отступление, Отчаяние, Падение с высоты, Падение с лестницы, Палатка, Паника, Паранойя, Певец, Пение, Пепел, Первая мировая война, Перевязанная рука, Перестрелка, Перископ, Песня, Пехота, Пещера, Пилот, Пистолет, Письмо, План, Плач, Плачущий мужчина, Побег, Погоня, Погоня на самолетах, Подвал, Подземелье, Пожар на самолете, Пожелание удачи, Показать средний палец, Поле, Поле боя, Полевой госпиталь, Ползание, Полковник, Порез руки, Посланник, Потеря брата, Потеря друга, Потеря крови, Похороненный заживо, Поэма, Преследование, Преследование пешком, Приказ, Произношение кокни, Против войны, Прыжок в воду, Прыжок в реку, Прыжок с высоты, Прыжок со скалы, Прячущийся в лесу, Пулевое ранение, Пустынный дом, Путешествие, Путешествие автостопом, Пыль, Пьянство, Пятница, Разговор на французском, Разоружение кого-либо, Разрушение, Разрушение моста, Разрушение тоннеля, Разрушенный город, Разрушенный мост, Рана, Рассвет, Растяжка, Рвота, Реальное время, Реверсивная съемка, Револьвер, Река, Речной порог, Речные пороги, Риск, Ругательство на букву «F», Руины, Рука в груди, Рукопожатие, Самолет, Самолет-истребитель, Сарай, Саспенс, Северная Франция, Семейная фотография, Сержант, Сигнальная ракета, Сигнальный пистолет, Сикх, Скамейка, Слезливый фильм, Слепота, Смерть, Смерть брата, Смерть в молодости, Смерть друга, Смерть на чьих-то руках, Снайпер, Собака, Солдат, Сообщение, Спасение, Спасение чужой жизни, Сражение, Старший брат, Ствол шахты, Страх, Стрельба, Стреляная рана, Сцена под водой, Сцена с субтитрами, Сцена смерти, Сцена стрельбы, Танк, Травма головы, Травма руки, Трагическое событие, Траншея, Трость, Труп, Труп в воде, Туннель, Туша лошади, Убийство, Угроза ножом, Удар, приведший к потери сознания, Удушение, Ужасы войны, Уличная перестрелка, Умирающий человек, Усы, Уход в затемнение, Ферма, Фляга, Фляга с водой, Фонарик, Фотография, Франция, ХХ век, Хаос, Ходьба по выступу, Цветок, Цветущая вишня, Цепь инстанций, Цинизм, Человек в гневе, Человек в униформе, Череп, Чтение стихов по памяти, Шлем, Шотландский акцент, Штык, Шумная ссора, Эвакуация, Электронная музыка в саундтреке, Эпопея, Яма"
От заката до рассвета,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/c03192d4-ff64-4c2a-a244-8fe6551dd68c/300x450,"криминал, ужасы, боевик, комедия","Спасаясь от полиции после ограбления банка, два брата-преступника берут в заложники священника с двумя детьми и бегут в Мексику. Там они должны дождаться подельника, а для этого всей компании нужно переждать ночь в баре дальнобойщиков.","Арбалет, Бар, Бармен, Брат, В бегах, Вампир, Вампир (летучая мышь), Взрывающееся здание, Выстрел в руку, Горящий человек, Граница Мексики и США, Держать на прицеле, Добро против зла, Женщина-вампир, Жертва изнасилования, Заложник, Игрушечный водяной пистолет, Изверг, Извращенец, Истребитель вампиров, Кемпер, Кровавые сцены, Кровь на рубашке, Мексика, Мотель, Насильник, Отношения брата и сестры, Оторванная голова, Пограничник, Психопат, Рана на руке, Святая вода, Священник, Сексуальный преступник, Смерть брата, Сосание пальца ноги, Стриптиз-клуб, Стриптизерша, Убийца-психопат, Удержание в заложниках, Фут-фетиш"
Хищник,https://avatars.mds.yandex.net/get-kinopoisk-image/4486362/dd3bf825-a248-49be-8e62-ccc2afbe44db/300x450,"ужасы, боевик, фантастика","Американский вертолет был сбит партизанами в Южной Америке, оставшийся в живых экипаж попал в плен. ЦРУ бросает лучшие силы для освобождения американских граждан — элитная группа спецназа во главе с Датчем отправляется в южноамериканские джунгли. Но там немало повидавшим бойцам предстоит встретиться с невероятным ужасом.","1980-е, 3D, Агент ЦРУ, Актер, играющий несколько ролей, Американец, Американец за границей, Американский индеец, Апачи, Армрестлинг, Атлет, Беспощадность, Бинокль, Битва, Блокбастер, Боевая раскраска, Боевое насилие, Бомба, Бомба замедленного действия, Бритье, Брызги крови, Бум-бокс, Вертолёт, Взрыв, Взрыв вертолета, Взрывающаяся машина, Взрывающееся тело, Висящий вниз головой, Внеземное, Водопад, Воин, Волочение тела, Вооруженные силы, Выживание, Вымышленная страна, Вырывание позвоночника, Выстрел в голову, Выстрел в грудь, Выстрел в лоб, Выстрел в ногу, Выстрел в руку, Выстрел в спину, Генерал, Герои, убиваемые один за другим, Герой боевика, Главный герой мужского пола, Горящий человек, Готика, Гранатомет, Держать на прицеле, Джунгли, Дикая свинья, Добро против зла, Добыча, Драка на кулаках, Дреды, Жевательный табак, Жестокость, Заживо содранная кожа, Заколотый насмерть, Заложник, Замедленная сцена, Западня, Засада, Застреленный, Зверство, Зеленая кровь, Зеленый Берет, Злодей в маске, Змея, Знаменитая реплика, Идентификационный солдатский жетон, Икона хоррора, Имя персонажа в оригинальном названии, Инопланетное создание, Инопланетный монстр, Инопланетянин, Иностранный язык без субтитров, Инфракрасное видение, Исчезновение, Камуфляж, Карта, Кишечник, Колющий удар в грудь, Комический персонаж, Коммандос, Космический корабль, Красный свет, Кровавые сцены, Кровавый след, Кровь, Кровь на объективе камеры, Крутой парень, Культовый фильм, Курение сигарет, Курение сигары, Лазер, Лазерное оружие, Лазерный прицел, Латинская Америка, Ловушка, Лук и стрелы, Майор, Массовое убийство, Между жизнью и смертью (клиническая смерть), Мексиканец, Метание ножей, Миниган, Миссия, Миссия коммандос, Монстр, Мужественность, Наемник, Невидимость, Невидимый монстр, Ненормативная лексика, Неожиданный финал, Нож, Ночное видение, Обман, Опасность, Оригинальное название из одного слова, Оружие, Особое полицейское подразделение, Острый юмор, Отверстие в груди, Открытый космос, Оторванная рука, Отрубленная рука, Отряд коммандос, Охота, Охота на людей, Охотник, Охотник за крупной дичью, Охотник-следопыт, Падение с высоты, Паника, Паранойя, Партизан, Партизанская армия, Партизанская война, Первая часть, Первый из серии, Перестрелка, Пеший туризм, Пистолет, Плащ-невидимка, Побег, Повстанец, Подъем за горло, Покрытый грязью, Поле боя, Посещение, Потение, Похищение людей, Предательство, Преследование, Преследование пешком, Приключения в джунглях, Протыкание, Психотронный фильм, Пулемет, Пулемёт Гатлинга, Путешествие, Рассказ анекдота, Растяжка, Реверсивная съемка, Резня, Рейд, Решающая схватка, Ругательство на букву «F», Рука, отделённая от тела, Ручная граната, Самолет, Самопожертвование, Самоубийство, Самоуничтожение, Саспенс, Свободное падение, Секретная операция, Сериал, Скорпион, Слэшер, Смерть, Смерть друга, Смерть титульного героя, Снайпер, Снайперская винтовка, Создание (тварь) в центре событий, Солдат, Солдат США, Спасение, Спортивная охота на человека, Сражение, Сталкер, Старый друг, Страх, Существо, Сцена во время начальных титров, Сцена стрельбы, Съёмка от лица героя, Съёмка от первого лица, Тайная операция, Трагедия, Тропический лес, Труп, Убийство животного, Убитый из огнестрельного оружия, Удар ногой в дверь, Удар по лицу, Ужас, Упорное преследование, Факел, Фильм ужасов о выживании, Фляга, Хищник, Центральная Америка, Человеческая жертва, Человечество против инопланетян, Череда убийств, Череп, Чернокожий солдат, Чёрные волосы, Шахта, Южная Америка"
Чёрный лебедь,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/5f3bb16f-8e72-4674-a712-24f9f9e04270/300x450,"драма, триллер","У примы балетного театра неожиданно появляется опасная конкурентка, способная отобрать у неё все партии. Соперничество усиливается по мере приближения ответственного выступления.","2010-е, Актриса в нетипичной для себя роли, Аплодисменты, Балерина, Балет, Балетные туфли, Бар, Безумие, Бокал для шампанского, Боль, Больница, Букет, Булимия, Галлюцинация, Главный герой - женщина, Гран-Гиньоль, Гримёрная, Грязный старикашка, Губная помада, Губная помада на зеркале, Двигающаяся статуя, Двусмысленный финал, Джалло, Диван для кастинга, Женская мастурбация, Женская нагота, Женский оргазм, Женщина в ванне, Живопись, За кулисами, Заколотый куском стекла, Заколотый насмерть, Замедленная сцена, Зеркало, Зеркало, которое не отражает действительность, Зрелость, Игра на скрипке, Издавать стон, Изменение личности, Интенсивный петтинг, Колющий удар в живот, Колющий удар в лицо, Красные глаза, Кровавая царапина, Кровотечение, Кровь, Культовый фильм, Куннилингус, Курение сигарет, Лебединое озеро, Манхэттен, Нью-Йорк, Массаж груди, Мастурбация, Мать-деспот, Метро, Музыкальная шкатулка, Мусоропровод, Мусоросжигательная печь, На ощупь, Название птицы в оригинальном названии, Название, сказанное персонажем, Нанесение себе увечий, Нанесения повреждений себе, Наркотики, Нарциссическое расстройство личности, Ненадежный рассказчик, Неожиданный финал, Непристойный жест, Нет титров в начале фильма, Нисходящая спираль, Ночной клуб, Нью-Йорк, О съемках, Одержимость, Оральный секс, Оригинальное название из двух слов, Отношения матери и дочери, Падение с высоты, Паранойя, Пачка сигарет, Перфекционист, Плачущая женщина, Пограничное личностное расстройство, Подавление сексуальных желаний, Половое влечение, Половое созревание, Постельная сцена, Потеря веса, Поцелуй, Поцелуй двух женщин, Премьера, Применение косметики, Принудительный поцелуй, Принуждение, Прослушивание, Псих, Психическое заболевание, Психическое здоровье, Психическое расстройство, Психологическая драма, Психологический, Психологический триллер, Психологический фильм ужасов, Пьяная женщина, Пьянство, Разбитое зеркало, Раздвоение личности, Раздевающаяся женщина, Разрыв кожи, Распитие спиртных напитков, Расстройство пищевого поведения, Расщепление личности, Рвота, Ревность, Режиссер / Директор, Репетиция, Розовые бюстгальтер и трусы, Розовые трусы, Ручка двери, Саморазрушение, Сбитый машиной, Сброшенные трусики, Секс, Секс в кровати, Сексуальность, Сильная героиня, Смерть на сцене, Сновидение, Совершенство, Соревнование, Страстное желание, Страх, Сцена для выступлений, Сыпь, Сюрреализм, Такси, Танец, Танцевальное шоу, Танцор, Танцор балета, Татуировка, Театр, Театральные зрители, Тест Бекдел пройден, Торт, Трансформация, Тревожность, Трико, Труп, Убийство, Удар, приведший к потери сознания, Укус, Унитаз, Употребление наркотиков, Футболка, Ходьба на цыпочках, Хореограф, Хоррор с телесными мутациями, Художник, Цвет в названии, Цыпочки, Черный бюстгальтер, Чувство вины, Чулки, Шизофреник, Шизофрения, Экстази, Ярость"
Мавританец,https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/0a109704-e5cf-400a-a532-ee6816863e09/300x450,"биография, драма, триллер","Не получив официальных обвинений и возможности защиты в суде, Мохаммед Ульд Слахи провел в тюрьме Гуантанамо более 6 лет. Только после этого он был удостоен права иметь адвокатов. Но и им в борьбе с правительственной машиной предстоит побороть личные сомнения.","Аль-Каида, Американские войска, Американские политики, Американский империализм, Американский флаг, Американское правительство, Араб, Военное преступление, Допрос, Еда, Женщина-адвокат, Зал суда, Кандалы, Куба, Лишение сна, Ложное признание, Мобильный телефон, Мусульманин, Наручники, Основано на реальных событиях, Отношения матери и сына, По мотивам книги, Принудительное признание, Принуждение, Пролог, Пытки, Пытки с применением воды, Распитие спиртных напитков, Самолет, Свидетельское показание, Свобода, Судья, Терроризм, Тюремная камера, Тюрьма, Упоминание Боба Дилана, Упоминание Джорджа В. Буша, Упоминание Осамы Бен Ладена, Флешбэк, Флешфорвард, Фотография, Христианин"
Королевство полной луны,https://avatars.mds.yandex.net/get-kinopoisk-image/10853012/e2b92a6b-1c5f-4474-a2f5-a1f01cbf032b/300x450,"семейный, комедия, драма, мелодрама","60-е годы XX века. Пара влюблённых подростков, живущих на острове в Новой Англии, убегает из-под присмотра взрослых. Сэм Шакаски — бойскаут, сирота, от которого отказались приемные родители, из-за своего непростого характера ставший изгоем среди других бойскаутов, и Сьюзи Бишоп — замкнутая двенадцатилетняя неуравновешенная девочка, живущая мечтами о волшебных мирах. После обнаружения пропажи местный шериф начинает расследование, а вожатый лагеря бойскаутов организует поисковый отряд.","1960-е, 1965 год, Абсурдизм, Бег, Беглец, Бегство, Береговая линия, Бинокль, Бойскаут, Бойскаутский лагерь, Бойскаутский нож, Бойскаутское приветствие, Брак, женитьба, Бухта, В бегах, Ванна, Взрыв, Вожатый, Воспитанник, Двенадцатилетний герой, Девочка, Девушка-подросток, Депрессия, Детское курение, Дождь, Док, Достижение совершеннолетия, Друг по переписке, Живопись, Забавные эпизоды, приводящие к знакомству, Замедленная сцена, Запись (бумажная, аудио, видео), Запретная любовь, Значок, Интроверт, Каноэ, Карта, Катушечный магнитофон, Книга, Книжный червь, Кровь, Курение трубки, Лагерь, Лес, Летний лагерь, Лидер бойскаутов, Лодка, Любовники в бегах, Манекен (болван), Машина, Мегафон, Местоположение в оригинальном названии, Название прописью, Нанесение удара ножом, Нанесение ударов ножницами, Неверная жена, Неверность, Невозмутимая комедия, Нелинейное повествование, Нижнее белье, Новая Англия, Ножницы, Носовой платок, Объятие, Озвучивание текста письма, Опустошение, Оригинальное название из двух слов, Оригинальное название появляется в тексте, Остров, Отношения брата и сестры, Отношения матери и дочери, Отношения мужа и жены, Отношения мужчины и женщины, Отношения отца и дочери, Отчуждение, Палатка, Парень, Первая любовь, Первый поцелуй, Переносная рация, Переход реки вброд, Пиво, Пишущая машинка, Пляж, Погоня, Подростковый возраст, Поиск, Поисковый отряд, Постмодерн, Преследование, Приемный родитель, Приём «разрушение четвертой стены», Пронзительный крик, Пропавший ребенок, Прослушивание радио, Разделение экрана в сцене телефонного разговора, Разделение экрана на части, Ребенок-беглец, Романтическая комедия, Романтические отношения подростков, Связь на стороне, Семейные отношения, Сирота, Собака, Сон на пляже, Социальный работник, Супружеская измена, Сцена во время начальных титров, Сюрреализм, Танец в нижнем белье, Танцы, Телефонный звонок, Убегающий герой, Убийство собаки, Удар молнией, Униформа, Ученый, Флешбэк, Французский поцелуй, ХХ век, Цвет, Чемодан, Чтение, Чтение вслух, Чтение книги, Шериф, Шериф маленького города, Шторм, Электрический поцелуй, Эрекция, Юная любовь, Ярость"
Дом,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/0f44ac11-3e3b-43de-bdaa-39fc137dd8b5/300x450,"драма, криминал","В большом доме, посреди донских степей, живёт семейство Шамановых. Всё есть в этом доме, - кроме покоя, любви и взаимопонимания. Отцы конфликтуют с детьми, дети с отцами и друг с другом. Старший сын, Виктор, возвращается в отчий дом после 25-летнего отсутствия. Пока еще он не знает, что по пятам за ним идёт группа профессиональных убийц…",
Бёрдмэн,https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/8ea947c2-1f6e-4972-a94f-d85e30e84700/300x450,"драма, комедия","В центре сюжета бывший актер, некогда сыгравший роль популярного супергероя Бёрдмэна, и теперь, переступая через свое эго, он решает принять участие в новой бродвейской постановке с целью вернуть себе былую славу, блеск и величие.","Актер, Актерская карьера, Альтер эго, Блондинка (блондин), Внутренний голос, Воображаемый человек, Второй шанс, Длинный кадр, За кулисами, Замена, Кризис среднего возраста, Курение сигарет, Левитация, Ложбинка между грудей или ягодиц, Мрачная комедия, Мужчина с обнаженной грудью, Название, сказанное персонажем, Начинать сначала, Недопонимание, Нервозность, Несчастье, Отчаяние, Полуобнаженная женщина, Поцелуй двух женщин, Психологическая драма, Репетиция, Сарказм, Сатира, Сексуальная инсинуация, Сцена для выступлений, Театр, Театральная постановка, Театральные зрители, Фрустрация, Художник, Шоу-бизнес, Эгоцентризм"
Стражи Галактики. Часть 3,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/7c39a0ca-7319-4442-a412-d3127523f6c0/300x450,"фантастика, боевик, комедия, приключения","Едва Стражи Галактики обосновываются на Забвении, на них нападает Адам Уорлок, обладающее сверхспособностями существо, созданное своей «матерью» и Верховной Жрицей суверенов Аишей. В бою Небуле удаётся победить Адама, но Ракета получает серьёзные травмы, а Стражи не могут его вылечить из-за встроенного чипа смерти, созданного компанией «Оргокорп». Они отправляются в главный штаб компании на поиски кода отмены.","Антропоморфизм, Взрыв на корабле, Говорящая собака, Говорящее животное, Гонка со временем, Горе, Добро против зла, Дружба, Енот, Жестокое обращение с животными, Испытание на животных, История происхождения, Коллективная работа, Команда, Комплекс бога, Космический корабль, Космический пират, Космическое путешествие, Лаборатория, Между жизнью и смертью (клиническая смерть), Опыты на животных, Открытый космос, Планета, По мотивам комикса, Сиквел, Спасение, Сумасшедший ученый, Супергероиня, Супергерой, Суррогатная семья, Трагическое прошлое, Третья часть (триквел), Уродство, Флешбэк, Человекоподобные животные, Чужая планета, Эксперимент"
Мост в Терабитию,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/6827f0fa-cb4e-4975-aa63-67ce4689c436/300x450,"фэнтези, драма, приключения, семейный","Надежды ученика пятого класса Джесса Аарона стать самым быстрым бегуном в классе разбились после того, как новичок Лесли Берк одержала победу в соревнованиях.","Американский флаг, Блондинка (блондин), Буллинг, Ветер, Воображение, Гитара, Гонки, Девочка, Девчонка-сорванец, Друг, Жизнь диких животных, Ложь, Метафора, Одноклассник, Опасность, Оригинальное название как и в книге, Отношения братьев/сестёр, Отношения родителей и детей, Отпечаток ноги, Парень, Подросток, Потеря друга, Предательство, Просмотр телевизора, Сверхъестественные способности, Скакалка, Скорбь, Смерть, Старший брат, Стрекоза, Сюрреализм, Трагедия, Туалет, Учащийся, Учитель"
Помнить,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/f04a444c-89d1-4bf5-8821-baf22d1fda72/300x450,"триллер, драма, детектив","89-летний Зев Гуттман многие годы пытался забыть Освенцим, а теперь он благословлён деменцией и доживает дни в специализированном учреждении. Жена недавно умерла, а друг Макс Розенбаум напоминает, что на похоронах Зев поклялся отомстить офицеру СС, убившему их семьи в концлагере. Оказывается, тому удалось сбежать и спокойно жить все эти годы под чужим именем. Но сам Макс прикован к инвалидному креслу, поэтому миссия возмездия возлагается на Зева: у него есть наличные, билеты на транспорт и письмо, в котором подробно и последовательно описаны необходимые шаги. Его цель — посетить четырёх подозреваемых по имени Руди Курландер.","Вдовец, Волнение, Дом престарелых, Еврей, Еврейский, Иудей, Мертвая жена, Месть, Наказание, Нацист, Нацистский военный преступник, Немец, Неожиданный финал, Обмачивание самого себя, Общественное антикриминальное движение, Отношения мужа и жены, Офицер-нацист, Письмо, Поддельная личность, Поездка на автобусе, Принятый за другого, Раскрывая правду, Самоубийство из пистолета, Саспенс, Свастика, Семейные отношения, Слабоумие, Старик, Трагедия, Убийство, Убийство перед самоубийством, Узнающий правду, Фотография, Холокост"
Безумно влюблённый,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/d2d918d2-f9e2-42bb-859e-5510ad3b748c/300x450,"мелодрама, комедия","Челентано - невозмутимый и грубоватый малый Барнаба Чиккини - избалованный женским вниманием водитель автобуса в Риме. Однажды он случайно встречает принцессу небольшого княжества Сан-Тулип - красавицу Кристину. Но к чему приведет эта встреча - не знают ни он, ни она...","Бассейн, Белые трусы, Водитель автобуса, Вымышленная страна, Любовь, Нагота, Наушники, Обезьяна, Пляж, Принцесса, Рим, Италия, Трусы, Ярмарка с аттракционами"
Мумия,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/7075696b-2399-4038-9f89-283921eea7ef/300x450,"фэнтези, приключения, боевик","На бескрайних просторах египетской пустыни компания сорвиголов разных национальностей рыщет в поисках несметных сокровищ фараона, над которыми тяготеет жуткое древнее проклятие.","1920-е, 1923 год, 1926 год, Американец, Бессмертие, Брат и сестра, Винтовка, Винтовой самолет, Виселица, Грудь, Добро против зла, Древний Египет, Животное, Зонт, Китч, Ключ, Книга мертвых, Костер, Лагерь, Лестница, Лысый человек, Музей, Мумия, Нападение насекомого, Ночь, Первосвященник, Пистолет, Повязка на глаза, Ручное огнестрельное оружие, Суперзлодей, Удушение, Человеческие останки"
Легкое поведение,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/baf5c85a-9785-4a74-9d65-ec329f0eb050/300x450,"мелодрама, комедия","Молодой англичанин Джон Уитэкер страстно влюбляется в сексуальную американку Лариту. Бурный роман, горячие простыни, скорый брак и нежный медовый месяц с романтическими коктейлями на побережье… Но, выходя замуж, Ларита даже в страшном сне не могла себе представить, какое будущее ее ждет. Оказавшись в классическом чопорном английском доме, избалованной красотке приходится выдержать смертельную схватку… со свекровью, которая ну никак не может мириться с легким поведением своей невестки.","1920-е, Альбом грампластинок, Американец за границей, Бильярд, Брак, женитьба, Водитель гоночной машины, Голая женщина (вид сзади), Гончая, Граммофон, Дворецкий, День благодарения, Деревня, Жемчужное ожерелье, Женская нагота, Женская нагота (вид спереди), Загородный дом, Зеркало, Зрители, Имение (поместье), Индейка в качестве пищи, Канкан, Книга, Краткосрочная женская нагота (вид спереди), Курение сигарет, Лиса, Лопата, Лошадь, Манипуляция, Мать-деспот, Машина, Молодожёны, Мотоцикл, Название, сказанное персонажем, Неблагополучная семья, Несчастливый брак, Несчастный случай, Отношения брата и сестры, Отношения матери и дочери, Отношения матери и сына, Отношения мужа и жены, Отношения отца и дочери, Отношения отца и сына, Отношения свекра и снохи, Отношения свекрови и невестки, Отношения сестёр, Охота на лис, Пение в машине, Первая мировая война, По мотивам пьесы, Повар, Подушка, Похороны, Поцелуй руки, Пьянство, Развод, Сельская жизнь, Семейные отношения, Скандал, Слепая любовь, Слуга, Служанка, Собака, Состязание в остроумии, Статуя, Статуя обнаженного человека, Танго, Танец, Танцы, Театральный бинокль, Телескоп, Убийство животного, Убийство из милосердия, Убийство собаки, Упоминание Венеры Милосской, Фотография, Франция, Чтение книги"
Звездный десант,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/d47a3137-69a1-4bfa-af6a-9c3a396a986e/300x450,"фантастика, боевик","Конец XXIII века. Несметные полчища гигантских разумных жуков с далёкой системы планет Клендату угрожают всему человечеству. На Земле царит милитаризм, а служба в армии гарантирует гражданство. Окончив школу, отличница и красавица Кармен отправляется в лётное училище, её парень Джонни не может похвастаться хорошими знаниями математики, поэтому наперекор родителям записывается в военную пехоту, а их друг Карл, обладающий телепатическими способностями, идёт в разведку. Давно и безответно влюблённая в Джонни одноклассница Диззи оказывается в одной с ним учебке, где ребятам предстоит готовиться к войне с превосходящими силами насекомых.","Битва, Будущая война, Будущее, Военная жизнь, Военный ученый, Вооруженные силы, Вымышленная война, Гигантское насекомое, Гигантское существо, Жестокость, Звездолёт, Инопланетянин, Инструктор по строевым учениям, Колония, Космическая битва, Космическая война, Космическая станция, Космический корабль, Космическое путешествие, Монстр, Мужская нагота, Насекомое, Новости, Открытый космос, Открытый финал, Отношения отца и сына, Отношения учителя и ученика, Пилот, Планета, Поле боя, Полковник, Пропаганда, Ракета, СМИ, Сатира, Сержант, Солдат, Сражение, Существо, Телепатия, Тренировка, Учебный лагерь новобранцев, Ученый, Фашизм, Человек с ампутированной конечностью, Чужая планета, Экстрасенс"
